timestamp,open,high,low,close,volume
2023-08-27 08:41:00,26065.32,26065.32,26065.28,26065.28,11.42272
2023-08-27 08:42:00,26065.29,26065.29,26060.0,26060.01,25.57133
2023-08-27 08:43:00,26060.01,26060.01,26058.31,26058.32,7.4338
2023-08-27 08:44:00,26058.31,26058.32,26058.31,26058.32,5.96489
2023-08-27 08:45:00,26058.32,26058.39,26058.31,26058.39,5.37236
2023-08-27 08:46:00,26058.39,26058.39,26055.23,26055.23,10.38533
2023-08-27 08:47:00,26055.24,26058.38,26055.23,26057.62,13.57946
2023-08-27 08:48:00,26057.62,26057.62,26057.61,26057.62,4.92186
2023-08-27 08:49:00,26057.61,26057.62,26057.61,26057.62,4.63592
2023-08-27 08:50:00,26057.62,26057.62,26057.61,26057.62,4.84651
2023-08-27 08:51:00,26057.62,26060.12,26057.61,26060.11,9.11579
2023-08-27 08:52:00,26060.12,26062.04,26058.38,26058.38,27.89588
2023-08-27 08:53:00,26058.38,26067.0,26058.38,26064.19,43.26544
2023-08-27 08:54:00,26064.19,26065.91,26064.18,26065.91,10.25086
2023-08-27 08:55:00,26065.91,26066.4,26065.9,26066.39,9.29166
2023-08-27 08:56:00,26066.4,26068.3,26066.39,26068.3,10.91555
2023-08-27 08:57:00,26068.29,26068.33,26068.29,26068.32,5.71251
2023-08-27 08:58:00,26068.32,26068.33,26062.79,26062.79,17.86355
2023-08-27 08:59:00,26062.8,26063.1,26056.88,26063.09,42.73282
2023-08-27 09:00:00,26063.1,26063.1,26057.01,26062.97,41.95007
2023-08-27 09:01:00,26062.97,26067.02,26062.97,26067.02,16.84275
2023-08-27 09:02:00,26067.01,26067.02,26065.54,26065.55,8.01419
2023-08-27 09:03:00,26065.54,26065.55,26061.1,26061.11,9.49356
2023-08-27 09:04:00,26061.1,26062.35,26061.1,26062.35,9.30832
2023-08-27 09:05:00,26062.35,26062.35,26062.34,26062.35,5.36489
2023-08-27 09:06:00,26062.34,26064.35,26060.25,26060.34,13.31858
2023-08-27 09:07:00,26060.34,26060.35,26059.2,26059.21,10.2999
2023-08-27 09:08:00,26059.21,26059.21,26053.52,26053.52,11.36353
